Selection	Association Name	Association Type	Significance
Membrane Protein	cytochrome P-450 CYP3A12 (canine)	Chemical	0.17
Membrane Protein	HypD protein, Bacteria	Chemical	0.17
Membrane Protein	MAGP2 protein, human	Chemical	0.17
Membrane Protein	RRD1 protein, S cerevisiae	Chemical	0.17
Membrane Protein	JAC1 protein, S cerevisiae	Chemical	0.17
Membrane Protein	p11 Z protein, Lymphocytic choriomeningitis virus	Chemical	0.17
Membrane Protein	sodC protein, E coli	Chemical	0.17
Membrane Protein	phosphate import ATP-binding protein, Bacteria	Chemical	0.17
Membrane Protein	transglycosidase enzyme system	Chemical	0.17
Membrane Protein	Ma1 antigen	Chemical	0.17
Membrane Protein	OpuC protein, bacteria	Chemical	0.17
Membrane Protein	IRX3 protein, Arabidopsis	Chemical	0.17
Membrane Protein	collagen-PVP	Chemical	0.17
Membrane Protein	psbQ protein, Arabidopsis	Chemical	0.17
Membrane Protein	MurM protein, Streptococcus pneumoniae	Chemical	0.17
Membrane Protein	adenylyl cyclase 4	Chemical	0.17
Membrane Protein	tris(8-quinolinolato)gallium (III)	Chemical	0.17
Membrane Protein	mu2 protein, Reovirus	Chemical	0.17
Membrane Protein	cholera vaccine CVD 103-HgR	Chemical	0.17
Membrane Protein	KAT2 protein, Arabidopsis	Chemical	0.17
Membrane Protein	glutathione sulfonamide	Chemical	0.17
Membrane Protein	IMP-8 enzyme	Chemical	0.17
Membrane Protein	QacR protein, Staphylococcus aureus	Chemical	0.17
Membrane Protein	grunge protein, Drosophila	Chemical	0.17
Membrane Protein	TetR(B) protein, E coli	Chemical	0.17
Membrane Protein	Xin protein, mouse	Chemical	0.17
Membrane Protein	GLK1 protein, Arabidopsis	Chemical	0.17
Membrane Protein	pumilio protein, human	Chemical	0.17
Membrane Protein	hydroxyisourate hydrolase	Chemical	0.17
Membrane Protein	chondroitin sulfate N-acetylgalactosaminyltransferase-1	Chemical	0.17
Membrane Protein	cytochrome P-450 CYP51B, Aspergillus	Chemical	0.17
Membrane Protein	IsdG protein, Staphylococcus aureus	Chemical	0.17
Membrane Protein	armi protein, Drosophila	Chemical	0.17
Membrane Protein	Tea4 protein, S pombe	Chemical	0.17
Membrane Protein	Phosphofructokinase-1, Type C	Chemical	0.17
Membrane Protein	dinitramine	Chemical	0.17
Membrane Protein	estriol 3-glucuronide	Chemical	0.17
Membrane Protein	bis(5-amidino-2-benzimidazolyl)methane	Chemical	0.17
Membrane Protein	(4-amidinophenyl)methanesulfonyl fluoride	Chemical	0.17
Membrane Protein	3-methyladenosine	Chemical	0.17
Membrane Protein	adenosine 5'-O-(1-thiodiphosphate)	Chemical	0.17
Membrane Protein	2-n-butylmalonate	Chemical	0.17
Membrane Protein	cyanophos	Chemical	0.17
Membrane Protein	1,3-dipalmitoyl-2-phosphatidylcholine	Chemical	0.17
Membrane Protein	dynorphin amide (1-10)	Chemical	0.17
Membrane Protein	photorhodopsin	Chemical	0.17
Membrane Protein	arsenic trichloride	Chemical	0.17
Membrane Protein	CN 100	Chemical	0.17
Membrane Protein	di-(2-ethylhexyl) terephthalate	Chemical	0.17
Membrane Protein	ditetradecylindocarbocyanine	Chemical	0.17
Membrane Protein	chloroorienticin A	Chemical	0.17
Membrane Protein	Piperocaine	Chemical	0.17
Membrane Protein	decorsin	Chemical	0.17
Membrane Protein	chromostatin	Chemical	0.17
Membrane Protein	Panadiplon	Chemical	0.17
Membrane Protein	chlorophenol red galactopyranoside	Chemical	0.17
Membrane Protein	mistletoe lectin III	Chemical	0.17
Membrane Protein	3-bromopropylamine	Chemical	0.17
Membrane Protein	Sulopenem	Chemical	0.17
Membrane Protein	FPL 12495	Chemical	0.17
Membrane Protein	GR 144053	Chemical	0.17
Membrane Protein	AG 2034	Chemical	0.17
Membrane Protein	Tyrphostin AG 957	Chemical	0.17
Membrane Protein	plantaricin EF	Chemical	0.17
Membrane Protein	JI-38	Chemical	0.17
Membrane Protein	N-benzylglycine	Chemical	0.17
Membrane Protein	BAY36-7620	Chemical	0.17
Membrane Protein	tetradecyl maltoside	Chemical	0.17
Membrane Protein	norcarane	Chemical	0.17
Membrane Protein	3,5-dimethoxytoluene	Chemical	0.17
Membrane Protein	OMDM-2 cpd	Chemical	0.17
Membrane Protein	Phosphogliv	Chemical	0.17
Membrane Protein	NCX 4040	Chemical	0.17
Membrane Protein	delta(12)-prostaglandin J(2)	Chemical	0.17
Membrane Protein	sargachromenol	Chemical	0.17
Membrane Protein	early prostate cancer antigen, human	Chemical	0.17
Membrane Protein	CD72 antigen, mouse	Chemical	0.17
Membrane Protein	(2-(4-(4-isopropoxybenzyl)-phenylamino) imidazoline)	Chemical	0.17
Membrane Protein	allylpyrocatechol	Chemical	0.17
Membrane Protein	microbisporicin	Chemical	0.17
Membrane Protein	bikinin	Chemical	0.17
Membrane Protein	3-oxoadipate enol-lactonase	Chemical	0.17
Membrane Protein	acylglycerone-phosphate reductase	Chemical	0.17
Membrane Protein	Mallory body protein, human	Chemical	0.17
Membrane Protein	Lar protein, Drosophila	Chemical	0.17
Membrane Protein	Sgf73 protein, S cerevisiae	Chemical	0.17
Membrane Protein	orthopedia protein, zebrafish	Chemical	0.17
Membrane Protein	ROP6 protein, Arabidopsis	Chemical	0.17
Membrane Protein	leucine carboxyl methyltransferase-1, human	Chemical	0.17
Membrane Protein	glycoprotein GP82, Trypanosoma cruzi	Chemical	0.17
Membrane Protein	GlmU protein, Mycobacterium tuberculosis	Chemical	0.17
Membrane Protein	LINE-1 endonuclease, human	Chemical	0.17
Membrane Protein	RCAR1 protein, Arabidopsis	Chemical	0.17
Membrane Protein	interleukin 1F6, mouse	Chemical	0.17
Membrane Protein	DD-endopeptidase	Chemical	0.17
Membrane Protein	OX-6 monoclonal antibody	Chemical	0.17
Membrane Protein	TIGAR protein, mouse	Chemical	0.17
Membrane Protein	POLR2M protein, human	Chemical	0.17
Membrane Protein	KIF5B-RET fusion protein, human	Chemical	0.17
Membrane Protein	Bridging Integrator 1	Chemical	0.17
Membrane Protein	MIRN205 microRNA, mouse	Chemical	0.17
Membrane Protein	Aspartyl Peptidase	Chemical	0.17
Membrane Protein	Sphingomyelin Phosphodiesterase 3	Chemical	0.17
Membrane Protein	Angiotensin	Chemical	0.171
Membrane Protein	Deoxycytidine	Chemical	0.171
Membrane Protein	allophycocyanin	Chemical	0.171
Membrane Protein	Antinematodal Agents	Chemical	0.171
Membrane Protein	Beta Adrenergic Receptor	Chemical	0.171
Membrane Protein	PHO85 protein, S cerevisiae	Chemical	0.171
Membrane Protein	STRO-1 antigen, human	Chemical	0.171
Membrane Protein	Amebicides	Chemical	0.171
Membrane Protein	Metals, Alkali	Chemical	0.171
Membrane Protein	rapeseed oil	Chemical	0.171
Membrane Protein	Quinolones	Chemical	0.172
Membrane Protein	Carboxy-Lyases	Chemical	0.172
Membrane Protein	Programmed Cell Death 1 Ligand 1	Chemical	0.172
Membrane Protein	Dermatan Sulfate	Chemical	0.172
Membrane Protein	Amino Acids, Cyclic	Chemical	0.172
Membrane Protein	Dideoxynucleosides	Chemical	0.172
Membrane Protein	Shelterin	Chemical	0.172
Membrane Protein	Neurokinin-1 Receptor Antagonists	Chemical	0.172
Membrane Protein	estrophilin	Chemical	0.172
Membrane Protein	Lactated Ringer Solution	Chemical	0.172
Membrane Protein	Serotonin 5-HT1 Receptor Antagonists	Chemical	0.172
Membrane Protein	Human Menopausal Gonadotropin	Chemical	0.172
Membrane Protein	Naphthalenes	Chemical	0.173
Membrane Protein	Polyhydroxyalkanoates	Chemical	0.173
Membrane Protein	Soman	Chemical	0.173
Membrane Protein	neuronal nuclear antigen NeuN, human	Chemical	0.173
Membrane Protein	HLA Class I Histocompatibility Antigen, A-2402 Alpha Chain	Chemical	0.173
Membrane Protein	Negative Elongation Factor A	Chemical	0.173
Membrane Protein	gibberellin 3beta-hydroxylase	Chemical	0.173
Membrane Protein	NR3A NMDA receptor	Chemical	0.173
Membrane Protein	SKIP protein, human	Chemical	0.173
Membrane Protein	SLC52A3 protein, human	Chemical	0.173
Membrane Protein	pachyman	Chemical	0.173
Membrane Protein	1-octanesulfonic acid	Chemical	0.173
Membrane Protein	Ritanserin	Chemical	0.173
Membrane Protein	PA700 proteasome activator	Chemical	0.173
Membrane Protein	YM 022	Chemical	0.173
Membrane Protein	TP 7	Chemical	0.173
Membrane Protein	MafG Transcription Factor	Chemical	0.173
Membrane Protein	pleurocidin	Chemical	0.173
Membrane Protein	4,5-dihydroxy-2,3-pentanedione	Chemical	0.173
Membrane Protein	heparin receptor	Chemical	0.173
Membrane Protein	dTDPglucose 4,6-dehydratase	Chemical	0.173
Membrane Protein	osmotin protein, Nicotiana tabacum	Chemical	0.173
Membrane Protein	Calcium Silicate	Chemical	0.173
Membrane Protein	Receptors, Opioid	Chemical	0.174
Membrane Protein	Iron Radioisotopes	Chemical	0.174
Membrane Protein	Choline Chloride	Chemical	0.174
Membrane Protein	Carnosine	Chemical	0.174
Membrane Protein	aminoacylase I	Chemical	0.174
Membrane Protein	kallistatin	Chemical	0.174
Membrane Protein	Normetanephrine	Chemical	0.174
Membrane Protein	araban	Chemical	0.174
Membrane Protein	phenylalanyl-prolyl-arginine-chloromethyl ketone	Chemical	0.174
Membrane Protein	Galanin-Like Peptide	Chemical	0.174
Membrane Protein	Polyhydroxyethyl Methacrylate	Chemical	0.174
Membrane Protein	SBA-15	Chemical	0.174
Membrane Protein	Technetium Compounds	Chemical	0.174
Membrane Protein	Deoxyribonuclease EcoRI	Chemical	0.175
Membrane Protein	Benzalkonium	Chemical	0.175
Membrane Protein	phytoene	Chemical	0.175
Membrane Protein	pyrroloquinoline	Chemical	0.175
Membrane Protein	gingerol	Chemical	0.175
Membrane Protein	Aminooxyacetic Acid	Chemical	0.175
Membrane Protein	ammonium nitrate	Chemical	0.175
Membrane Protein	Tricyclic Antidepressant	Chemical	0.175
Membrane Protein	interstitial retinol-binding protein	Chemical	0.176
Membrane Protein	Dual Specificity Mitogen-Activated Protein Kinase Kinase 6	Chemical	0.176
Membrane Protein	Carotene	Chemical	0.176
Membrane Protein	endothelin-converting enzyme	Chemical	0.176
Membrane Protein	Receptors, N-Acetylglucosamine	Chemical	0.176
Membrane Protein	apolipophorin III	Chemical	0.176
Membrane Protein	MAD protein, Drosophila	Chemical	0.176
Membrane Protein	DNA Exonuclease	Chemical	0.176
Membrane Protein	Chlormadinone Acetate	Chemical	0.176
Membrane Protein	mithramycin A	Chemical	0.176
Membrane Protein	target of rapamycin protein, Drosophila	Chemical	0.176
Membrane Protein	Methemalbumin	Chemical	0.176
Membrane Protein	Gram's stain	Chemical	0.176
Membrane Protein	HPV DNA Probes	Chemical	0.176
Membrane Protein	Free Radical	Chemical	0.177
Membrane Protein	Immunotoxin	Chemical	0.177
Membrane Protein	Hormone Antagonists	Chemical	0.177
Membrane Protein	Endothelin B Receptor	Chemical	0.177
Membrane Protein	Relate	Chemical	0.177
Membrane Protein	Epstein-Barr virus early antigen	Chemical	0.177
Membrane Protein	Phthalazines	Chemical	0.177
Membrane Protein	S-methylisothiopseudouronium	Chemical	0.177
Membrane Protein	Butylene Glycols	Chemical	0.177
Membrane Protein	methyl pyruvate	Chemical	0.177
Membrane Protein	6-fluorotryptophan	Chemical	0.177
Membrane Protein	complement C3d,g	Chemical	0.177
Membrane Protein	Acp70A protein, Drosophila	Chemical	0.177
Membrane Protein	male accessory gland peptide, Drosophila	Chemical	0.177
Membrane Protein	liver stage-specific antigen, Plasmodium	Chemical	0.177
Membrane Protein	phosphoprotein phosphatase inhibitor 1	Chemical	0.177
Membrane Protein	amyloid beta-protein (1-38)	Chemical	0.177
Membrane Protein	Scn1a protein, rat	Chemical	0.177
Membrane Protein	Cacna1h protein, rat	Chemical	0.177
Membrane Protein	UDP-Glucuronosyltransferase 2B7	Chemical	0.177
Membrane Protein	CRADD Signaling Adaptor Protein	Chemical	0.177
Membrane Protein	plant extract, Houttuynia cordata	Chemical	0.177
Membrane Protein	Cytostatic Agents	Chemical	0.178
Membrane Protein	Phosphorylase Kinase	Chemical	0.178
Membrane Protein	Phenyl Ethers	Chemical	0.178
Membrane Protein	Benzaldehydes	Chemical	0.178
Membrane Protein	Ferrous Chloride	Chemical	0.178
Membrane Protein	Inteins	Chemical	0.178
Membrane Protein	Kunitz-type protease inhibitor, plant	Chemical	0.178
Membrane Protein	6S RNA	Chemical	0.178
Membrane Protein	paramylon	Chemical	0.178
Membrane Protein	4-(2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid	Chemical	0.178
Membrane Protein	Ramatroban	Chemical	0.178
Membrane Protein	Peanut Oil	Chemical	0.178
Membrane Protein	HIV Vaccine	Chemical	0.179
Membrane Protein	Acrylonitrile	Chemical	0.179
Membrane Protein	Carbon Compounds, Inorganic	Chemical	0.179
Membrane Protein	Sodium-Glucose Transporter 2	Chemical	0.18
Membrane Protein	safranine T	Chemical	0.18
Membrane Protein	Antidiuretic Hormone Receptor Antagonists	Chemical	0.18
Membrane Protein	Epichlorohydrin	Chemical	0.18
Membrane Protein	Complex Mixtures	Chemical	0.181
Membrane Protein	Octanols	Chemical	0.181
Membrane Protein	Xylitol	Chemical	0.181
Membrane Protein	Mineralocorticoids	Chemical	0.181
Membrane Protein	Resorcinol	Chemical	0.181
Membrane Protein	NeuN protein, mouse	Chemical	0.181
Membrane Protein	2-haloacid dehalogenase	Chemical	0.181
Membrane Protein	Annexin A3	Chemical	0.181
Membrane Protein	methoxyacetic acid	Chemical	0.181
Membrane Protein	Virginiamycin S1	Chemical	0.181
Membrane Protein	ghrelin O-acyltransferase, human	Chemical	0.181
Membrane Protein	6 beta-hydroxytestosterone	Chemical	0.181
Membrane Protein	kistrin	Chemical	0.181
Membrane Protein	2-mercapto-1-methylimidazole	Chemical	0.181
Membrane Protein	CBF1 protein, Arabidopsis	Chemical	0.181
Membrane Protein	system N protein 1	Chemical	0.181
Membrane Protein	BUB2 protein, S cerevisiae	Chemical	0.181
Membrane Protein	mRNA (2'-O-methyladenosine-N6-)-methyltransferase	Chemical	0.181
Membrane Protein	glibenclamide receptor	Chemical	0.181
Membrane Protein	MRS4 protein, S cerevisiae	Chemical	0.181
Membrane Protein	epidermal cell differentiation inhibitor, Staphylococcus aureus	Chemical	0.181
Membrane Protein	MpcA protein, Mycobacterium tuberculosis	Chemical	0.181
Membrane Protein	tfap2a protein, Xenopus	Chemical	0.181
Membrane Protein	CBL10 protein, Arabidopsis	Chemical	0.181
Membrane Protein	SpoIIID protein, Bacillus	Chemical	0.181
Membrane Protein	HLA-DQ5 antigen	Chemical	0.181
Membrane Protein	endoglucanase Z	Chemical	0.181
Membrane Protein	erect wing protein, Drosophila	Chemical	0.181
Membrane Protein	CTF13 protein, S cerevisiae	Chemical	0.181
Membrane Protein	PUB1 protein, S cerevisiae	Chemical	0.181
Membrane Protein	musashi protein, Drosophila	Chemical	0.181
Membrane Protein	C protein, Bacteriophage Mu	Chemical	0.181
Membrane Protein	ATP-binding protein, bacteria	Chemical	0.181
Membrane Protein	Cut7 protein, S pombe	Chemical	0.181
Membrane Protein	CAL protein, Arabidopsis	Chemical	0.181
Membrane Protein	RGR1 protein, S cerevisiae	Chemical	0.181
Membrane Protein	N-(ethoxycarbonylmethyl)-6-methoxyquinolinium	Chemical	0.181
Membrane Protein	diphenoquinone	Chemical	0.181
Membrane Protein	glutamyl-glutamic acid	Chemical	0.181
Membrane Protein	Ezatiostat Hydrochloride	Chemical	0.181
Membrane Protein	4-hydroxy-3-nitrophenylacetyl-keyhole limpet hemocyanin	Chemical	0.181
Membrane Protein	oryzemate	Chemical	0.181
Membrane Protein	CH 275	Chemical	0.181
Membrane Protein	Carboxycinnamic Acid Bishydroxamide	Chemical	0.181
Membrane Protein	CGP 62349	Chemical	0.181
Membrane Protein	phenylalanyl-glutamyl-glycine	Chemical	0.181
Membrane Protein	2a alloantigen, human	Chemical	0.181
Membrane Protein	tetracycline CMT-8	Chemical	0.181
Membrane Protein	biotin-4-fluorescein	Chemical	0.181
Membrane Protein	activator of CREM in testis (ACT)	Chemical	0.181
Membrane Protein	1-stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine	Chemical	0.181
Membrane Protein	achromobactin	Chemical	0.181
Membrane Protein	proxyfan	Chemical	0.181
Membrane Protein	N''-cyano-N-(6-amino-3,4-dihydro-3-hydroxy-2-methyl-2-dimethoxymethyl-2H-benzopyran-4-yl)-N'-benzylguanidine	Chemical	0.181
Membrane Protein	savinin	Chemical	0.181
Membrane Protein	N(1)-(4-chlorobenzoyl)-N(2)-(1-(1-naphthyl)ethyl)-1,2-diaminocyclohexane	Chemical	0.181
Membrane Protein	vascular endothelial growth factor C, zebrafish	Chemical	0.181
Membrane Protein	Maf Transcription Factors, Small	Chemical	0.181
Membrane Protein	Sanonic SS-90	Chemical	0.181
Membrane Protein	IB4-saporin conjugate	Chemical	0.181
Membrane Protein	2,3,4-trichlorophenol	Chemical	0.181
Membrane Protein	M2e-HBc influenza vaccine	Chemical	0.181
Membrane Protein	TC14012	Chemical	0.181
Membrane Protein	1,2,4,5-benzenetetraamine	Chemical	0.181
Membrane Protein	somatostatin, Trp(8)-	Chemical	0.181
Membrane Protein	CesA3 protein, Arabidopsis	Chemical	0.181
Membrane Protein	PKR2 protein, mouse	Chemical	0.181
Membrane Protein	RamA protein, Salmonella typhimurium	Chemical	0.181
Membrane Protein	SidM protein, Legionella pneumophila	Chemical	0.181
Membrane Protein	TRAP-1 protein, mouse	Chemical	0.181
Membrane Protein	N-(2-naphthalenyl)-((3,5-dibromo-2,4-dihydroxyphenyl)methylene)glycine hydrazide	Chemical	0.181
Membrane Protein	Ltn1 protein, S cerevisiae	Chemical	0.181
Membrane Protein	DX600 peptide	Chemical	0.181
Membrane Protein	HLA-DPB1*04:01 antigen	Chemical	0.181
Membrane Protein	MIRN744 microRNA, human	Chemical	0.181
Membrane Protein	THBD protein, mouse	Chemical	0.181
Membrane Protein	Recombinant Viral Vaccine	Chemical	0.181
Membrane Protein	Nitric Oxide-Releasing Compound	Chemical	0.181
Membrane Protein	MIRN159 microRNA, Arabidopsis	Chemical	0.181
Membrane Protein	YSK05	Chemical	0.181
Membrane Protein	FSP1 protein, rat	Chemical	0.181
Membrane Protein	GNAI1 protein, human	Chemical	0.181
Membrane Protein	Cetaben	Chemical	0.181
Membrane Protein	DPY30 protein, human	Chemical	0.181
Membrane Protein	Atg14 protein, mouse	Chemical	0.181
Membrane Protein	IMM-H004	Chemical	0.181
Membrane Protein	ferrichrysin	Chemical	0.181
Membrane Protein	methylacetylphosphonate	Chemical	0.181
Membrane Protein	streptovirudin	Chemical	0.181
Membrane Protein	tetrachloropalladium	Chemical	0.181
Membrane Protein	Lipid III	Chemical	0.181
Membrane Protein	kojic amine	Chemical	0.181
Membrane Protein	5,8-dideazaisofolic acid	Chemical	0.181
Membrane Protein	viriditoxin	Chemical	0.181
Membrane Protein	phosphomevalonic acid	Chemical	0.181
Membrane Protein	dilactitol tyramine	Chemical	0.181
Membrane Protein	2,3-bis-(palmitoyloxy)-2-propyl-N-palmitoyl-cysteinylserine	Chemical	0.181
Membrane Protein	rustmicin	Chemical	0.181
Membrane Protein	argiopine	Chemical	0.181
Membrane Protein	lantibiotic Pep5	Chemical	0.181
Membrane Protein	N(3)-(4-methoxyfumaroyl)-2,3-diaminopropionic acid	Chemical	0.181
Membrane Protein	rupestonic acid	Chemical	0.181
Membrane Protein	cyanine dye 7	Chemical	0.181
Membrane Protein	2,4-pentanediol	Chemical	0.181
Membrane Protein	geranylgeranylcysteine	Chemical	0.181
Membrane Protein	LAGA	Chemical	0.181
Membrane Protein	N 0861	Chemical	0.181
Membrane Protein	beta-erythroidine	Chemical	0.181
Membrane Protein	salicylic acid glucoside	Chemical	0.181
Membrane Protein	EPO mimetic peptide 1	Chemical	0.181
Membrane Protein	2-guanidine-4-methylquinazoline	Chemical	0.181
Membrane Protein	oxidized very low density lipoprotein	Chemical	0.181
Membrane Protein	typA protein, E coli	Chemical	0.181
Membrane Protein	TRA1 protein, S cerevisiae	Chemical	0.181
Membrane Protein	ATF2 protein, S cerevisiae	Chemical	0.181
Membrane Protein	protein kinase U	Chemical	0.181
Membrane Protein	gpD protein, lambda phage	Chemical	0.181
Membrane Protein	Tpr protein, Treponema	Chemical	0.181
Membrane Protein	Abd-A protein, insect	Chemical	0.181
Membrane Protein	UL46 protein, Human herpesvirus 1	Chemical	0.181
Membrane Protein	SopE2 protein, Salmonella typhimurium	Chemical	0.181
Membrane Protein	SB202494	Chemical	0.181
Membrane Protein	corazonin receptor	Chemical	0.181
Membrane Protein	CNGA1 protein, bovine	Chemical	0.181
Membrane Protein	ARP2 protein, S cerevisiae	Chemical	0.181
Membrane Protein	organic solute transporter beta, mouse	Chemical	0.181
Membrane Protein	CDP-diacylglycerol choline O-phosphatidyltransferase	Chemical	0.181
Membrane Protein	ichthyin protein, human	Chemical	0.181
Membrane Protein	IsdH protein, Staphylococcus aureus	Chemical	0.181
Membrane Protein	Ede1 protein, S cerevisiae	Chemical	0.181
Membrane Protein	WRKY40 protein, Arabidopsis	Chemical	0.181
Membrane Protein	Nitrates	Chemical	0.182
Membrane Protein	Tissue Extracts	Chemical	0.182
Membrane Protein	Caffeic Acid	Chemical	0.182
Membrane Protein	Imidazoline Receptors	Chemical	0.182
Membrane Protein	RNA, Ribosomal, 5S	Chemical	0.182
Membrane Protein	Risk Marker	Chemical	0.182
Membrane Protein	Inverted Repeat Sequences	Chemical	0.182
Membrane Protein	Antiarrhythmic Agent	Chemical	0.182
Membrane Protein	Insulin Lispro	Chemical	0.182
Membrane Protein	6-phosphogluconate	Chemical	0.182
Membrane Protein	Dizocilpine	Chemical	0.183
Membrane Protein	Folate Antagonist	Chemical	0.183
Membrane Protein	Carbohydrate Dehydrogenases	Chemical	0.183
Membrane Protein	Sodium Bromide	Chemical	0.183
Membrane Protein	tautomycin	Chemical	0.183
Membrane Protein	Receptor, Muscarinic M5	Chemical	0.183
Membrane Protein	1-(carboxymethylthio)tetradecane	Chemical	0.183
Membrane Protein	Indole-3-Glycerol-Phosphate Synthase	Chemical	0.183
Membrane Protein	Idb3 protein, mouse	Chemical	0.183
Membrane Protein	2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid	Chemical	0.183
Membrane Protein	Thulium	Chemical	0.183
Membrane Protein	Naphthols	Chemical	0.184
Membrane Protein	sulfoxide	Chemical	0.184
Membrane Protein	Iridoids	Chemical	0.184
Membrane Protein	Ethyldimethylaminopropyl Carbodiimide	Chemical	0.184
Membrane Protein	Disease Marker	Chemical	0.184
Membrane Protein	Virginiamycin	Chemical	0.185
Membrane Protein	colonization factor antigens	Chemical	0.185
Membrane Protein	apelin-13 peptide	Chemical	0.185
Membrane Protein	Oncogene Proteins v-rel	Chemical	0.185
Membrane Protein	Picoline Compound	Chemical	0.185
Membrane Protein	Soluble Guanylate Cyclase	Chemical	0.186
Membrane Protein	12-Hydroxy-5,8,10,14-eicosatetraenoic Acid	Chemical	0.186
Membrane Protein	MIRN145 microRNA, human	Chemical	0.186
Membrane Protein	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	Chemical	0.186
Membrane Protein	Gout Suppressants	Chemical	0.186
Membrane Protein	Isoleucine-tRNA Ligase	Chemical	0.186
Membrane Protein	Diethyltoluamide	Chemical	0.186
Membrane Protein	steroidogenic factor 1, mouse	Chemical	0.186
Membrane Protein	Aminohippuric Acids	Chemical	0.186
Membrane Protein	NGR peptide	Chemical	0.186
Membrane Protein	acid sphingomyelinase-1	Chemical	0.186
Membrane Protein	apolactoferrin	Chemical	0.186
Membrane Protein	benzoylarginine ethyl ester	Chemical	0.186
Membrane Protein	zymosterol	Chemical	0.186
Membrane Protein	sporidesmin	Chemical	0.186
Membrane Protein	chlorophyll c	Chemical	0.186
Membrane Protein	1,4-Dioxane	Chemical	0.186
Membrane Protein	GGTI 298	Chemical	0.186
Membrane Protein	ROM protein, Bacteria	Chemical	0.186
Membrane Protein	Glue Proteins, Drosophila	Chemical	0.186
Membrane Protein	recJ protein, Bacteria	Chemical	0.186
Membrane Protein	heparinase II	Chemical	0.186
Membrane Protein	Alfaxalone Alfadolone Mixture	Chemical	0.186
Membrane Protein	allyl alcohol	Chemical	0.186
Membrane Protein	Glycerolphosphate Dehydrogenase	Chemical	0.187
Membrane Protein	Sterol 26-Hydroxylase, Mitochondrial	Chemical	0.187
Membrane Protein	Cystatin B	Chemical	0.187
Membrane Protein	Collagen Type IX	Chemical	0.187
Membrane Protein	Adenovirus Vaccine	Chemical	0.187
Membrane Protein	RNA, Ribosomal, 5.8S	Chemical	0.187
Membrane Protein	Quantum Dots	Chemical	0.188
Membrane Protein	Ferricyanides	Chemical	0.188
Membrane Protein	Benzothiadiazines	Chemical	0.188
Membrane Protein	Antimutagenic Agents	Chemical	0.188
Membrane Protein	Cortodoxone	Chemical	0.188
Membrane Protein	Acetaldehyde	Chemical	0.189
Membrane Protein	galactoside 2-alpha-L-fucosyltransferase	Chemical	0.189
Membrane Protein	Porphobilinogen Synthase	Chemical	0.189
Membrane Protein	inhibin beta A subunit	Chemical	0.189
Membrane Protein	peroxygenase	Chemical	0.189
Membrane Protein	dibromoacetic acid	Chemical	0.189
Membrane Protein	iodohydroxybenzylpindolol	Chemical	0.189
Membrane Protein	nicotinamide phosphoribosyltransferase, mouse	Chemical	0.189
Membrane Protein	Dry Ice	Chemical	0.189
Membrane Protein	Factor VIIa	Chemical	0.19
Membrane Protein	Moxalactam	Chemical	0.19
Membrane Protein	xyloglucan	Chemical	0.19
Membrane Protein	Pancreatic Polypeptide	Chemical	0.19
Membrane Protein	Steroid Hormone Receptor	Chemical	0.19
Membrane Protein	Triacetoneamine-N-Oxyl	Chemical	0.19
Membrane Protein	Adrenergic beta-3 Receptor Agonists	Chemical	0.19
Membrane Protein	Cyp1b1 protein, mouse	Chemical	0.19
Membrane Protein	Chloride Channel Agonists	Chemical	0.19
Membrane Protein	sauvagine	Chemical	0.19
Membrane Protein	alpha-cyanocinnamate	Chemical	0.19
Membrane Protein	acridine half-mustard	Chemical	0.19
Membrane Protein	emulsan	Chemical	0.19
Membrane Protein	MIRN340 microRNA, human	Chemical	0.19
Membrane Protein	Crtc1 protein, mouse	Chemical	0.19
Membrane Protein	NS5 protein, dengue virus	Chemical	0.19
Membrane Protein	theaflavin-3,3'-digallate	Chemical	0.19
Membrane Protein	ubiquitin-conjugating enzyme UBC4	Chemical	0.19
Membrane Protein	spike protein S, Transmissible gastroenteritis virus	Chemical	0.19
Membrane Protein	let-60 protein, C elegans	Chemical	0.19
Membrane Protein	Sglt2 protein, rat	Chemical	0.19
Membrane Protein	GM2S-1 protein, Glycine max	Chemical	0.19
Membrane Protein	SMC protein, Bacteria	Chemical	0.19
Membrane Protein	VP7 protein, Rotavirus	Chemical	0.191
Membrane Protein	Acetate Kinase	Chemical	0.191
Membrane Protein	Receptors, Lysophospholipid	Chemical	0.191
Membrane Protein	Epithelial Sodium Channel Blockers	Chemical	0.191
Membrane Protein	colibactin	Chemical	0.191
Membrane Protein	Polysorbate 80	Chemical	0.191
Membrane Protein	18-crown-6	Chemical	0.191
Membrane Protein	Latex	Chemical	0.192
Membrane Protein	Anti-Asthmatic Agents	Chemical	0.192
Membrane Protein	Perchloric Acid	Chemical	0.192
Membrane Protein	Nitroso Compounds	Chemical	0.192
Membrane Protein	Deoxyribonucleotides	Chemical	0.192
Membrane Protein	2-Acetylaminofluorene	Chemical	0.192
Membrane Protein	homocysteine thiolactone	Chemical	0.192
Membrane Protein	succinate oxidase	Chemical	0.192
Membrane Protein	Propylene Oxide	Chemical	0.192
